Year,REF_AREA,Country,Household_type,Measure,INCOME_PRINCIPAL,INCOME_SPOUSE,Net_average_tax_rate_pct
2010,SVK,République slovaque,"Couple, no children",net_average_tax_rate,100,67,20.3
2011,SVK,République slovaque,"Couple, no children",net_average_tax_rate,100,67,21.7
2012,SVK,République slovaque,"Couple, no children",net_average_tax_rate,100,67,21.67
2013,SVK,République slovaque,"Couple, no children",net_average_tax_rate,100,67,21.6
2014,SVK,République slovaque,"Couple, no children",net_average_tax_rate,100,67,21.79
2015,SVK,République slovaque,"Couple, no children",net_average_tax_rate,100,67,21.97
2016,SVK,République slovaque,"Couple, no children",net_average_tax_rate,100,67,22.2
2017,SVK,République slovaque,"Couple, no children",net_average_tax_rate,100,67,22.49
2018,SVK,République slovaque,"Couple, no children",net_average_tax_rate,100,67,22.86
2019,SVK,République slovaque,"Couple, no children",net_average_tax_rate,100,67,23.04
2020,SVK,République slovaque,"Couple, no children",net_average_tax_rate,100,67,22.37
2021,SVK,République slovaque,"Couple, no children",net_average_tax_rate,100,67,22.74
2000,SVN,Slovénie,"Couple, no children",net_average_tax_rate,100,67,34.26
2001,SVN,Slovénie,"Couple, no children",net_average_tax_rate,100,67,34.18
2002,SVN,Slovénie,"Couple, no children",net_average_tax_rate,100,67,34.11
2003,SVN,Slovénie,"Couple, no children",net_average_tax_rate,100,67,34.18
2004,SVN,Slovénie,"Couple, no children",net_average_tax_rate,100,67,34.28
2005,SVN,Slovénie,"Couple, no children",net_average_tax_rate,100,67,32.92
2006,SVN,Slovénie,"Couple, no children",net_average_tax_rate,100,67,32.97
2007,SVN,Slovénie,"Couple, no children",net_average_tax_rate,100,67,31.7
2008,SVN,Slovénie,"Couple, no children",net_average_tax_rate,100,67,31.86
2009,SVN,Slovénie,"Couple, no children",net_average_tax_rate,100,67,31.77
2010,SVN,Slovénie,"Couple, no children",net_average_tax_rate,100,67,31.45
2011,SVN,Slovénie,"Couple, no children",net_average_tax_rate,100,67,31.56
2012,SVN,Slovénie,"Couple, no children",net_average_tax_rate,100,67,31.41
2013,SVN,Slovénie,"Couple, no children",net_average_tax_rate,100,67,31.29
2014,SVN,Slovénie,"Couple, no children",net_average_tax_rate,100,67,31.42
2015,SVN,Slovénie,"Couple, no children",net_average_tax_rate,100,67,31.48
2016,SVN,Slovénie,"Couple, no children",net_average_tax_rate,100,67,31.59
2017,SVN,Slovénie,"Couple, no children",net_average_tax_rate,100,67,32.38
2018,SVN,Slovénie,"Couple, no children",net_average_tax_rate,100,67,32.5
2019,SVN,Slovénie,"Couple, no children",net_average_tax_rate,100,67,32.89
2020,SVN,Slovénie,"Couple, no children",net_average_tax_rate,100,67,32.63
2021,SVN,Slovénie,"Couple, no children",net_average_tax_rate,100,67,32.99
2000,ESP,Espagne,"Couple, no children",net_average_tax_rate,100,67,17.89
2001,ESP,Espagne,"Couple, no children",net_average_tax_rate,100,67,18.31
2002,ESP,Espagne,"Couple, no children",net_average_tax_rate,100,67,18.76
2003,ESP,Espagne,"Couple, no children",net_average_tax_rate,100,67,17.86
2004,ESP,Espagne,"Couple, no children",net_average_tax_rate,100,67,18.29
2005,ESP,Espagne,"Couple, no children",net_average_tax_rate,100,67,18.6
2006,ESP,Espagne,"Couple, no children",net_average_tax_rate,100,67,18.83
2007,ESP,Espagne,"Couple, no children",net_average_tax_rate,100,67,18.9
2008,ESP,Espagne,"Couple, no children",net_average_tax_rate,100,67,17.27
2009,ESP,Espagne,"Couple, no children",net_average_tax_rate,100,67,17.79
2010,ESP,Espagne,"Couple, no children",net_average_tax_rate,100,67,20.05
2011,ESP,Espagne,"Couple, no children",net_average_tax_rate,100,67,20.37
2012,ESP,Espagne,"Couple, no children",net_average_tax_rate,100,67,21.07
2013,ESP,Espagne,"Couple, no children",net_average_tax_rate,100,67,21.13
2014,ESP,Espagne,"Couple, no children",net_average_tax_rate,100,67,21.2
2015,ESP,Espagne,"Couple, no children",net_average_tax_rate,100,67,19.42
2016,ESP,Espagne,"Couple, no children",net_average_tax_rate,100,67,19.41
2017,ESP,Espagne,"Couple, no children",net_average_tax_rate,100,67,19.29
2018,ESP,Espagne,"Couple, no children",net_average_tax_rate,100,67,19.45
2019,ESP,Espagne,"Couple, no children",net_average_tax_rate,100,67,19.46
2020,ESP,Espagne,"Couple, no children",net_average_tax_rate,100,67,18.51
2021,ESP,Espagne,"Couple, no children",net_average_tax_rate,100,67,19.57
2000,SWE,Suède,"Couple, no children",net_average_tax_rate,100,67,32.91
2001,SWE,Suède,"Couple, no children",net_average_tax_rate,100,67,31.71
2002,SWE,Suède,"Couple, no children",net_average_tax_rate,100,67,30.14
2003,SWE,Suède,"Couple, no children",net_average_tax_rate,100,67,30.58
2004,SWE,Suède,"Couple, no children",net_average_tax_rate,100,67,30.92
2005,SWE,Suède,"Couple, no children",net_average_tax_rate,100,67,30.4
2006,SWE,Suède,"Couple, no children",net_average_tax_rate,100,67,29.93
2007,SWE,Suède,"Couple, no children",net_average_tax_rate,100,67,26.52
2008,SWE,Suède,"Couple, no children",net_average_tax_rate,100,67,25.72
2009,SWE,Suède,"Couple, no children",net_average_tax_rate,100,67,24.39
2010,SWE,Suède,"Couple, no children",net_average_tax_rate,100,67,23.67
2011,SWE,Suède,"Couple, no children",net_average_tax_rate,100,67,23.75
2012,SWE,Suède,"Couple, no children",net_average_tax_rate,100,67,23.8
2013,SWE,Suède,"Couple, no children",net_average_tax_rate,100,67,24.0
2014,SWE,Suède,"Couple, no children",net_average_tax_rate,100,67,23.35
2015,SWE,Suède,"Couple, no children",net_average_tax_rate,100,67,23.54
2016,SWE,Suède,"Couple, no children",net_average_tax_rate,100,67,23.83
2017,SWE,Suède,"Couple, no children",net_average_tax_rate,100,67,23.94
2018,SWE,Suède,"Couple, no children",net_average_tax_rate,100,67,24.01
2019,SWE,Suède,"Couple, no children",net_average_tax_rate,100,67,23.42
2020,SWE,Suède,"Couple, no children",net_average_tax_rate,100,67,23.51
2021,SWE,Suède,"Couple, no children",net_average_tax_rate,100,67,22.97
2000,CHE,Suisse,"Couple, no children",net_average_tax_rate,100,67,17.82
2001,CHE,Suisse,"Couple, no children",net_average_tax_rate,100,67,17.89
2002,CHE,Suisse,"Couple, no children",net_average_tax_rate,100,67,17.9
2003,CHE,Suisse,"Couple, no children",net_average_tax_rate,100,67,17.64
2004,CHE,Suisse,"Couple, no children",net_average_tax_rate,100,67,17.59
2005,CHE,Suisse,"Couple, no children",net_average_tax_rate,100,67,17.57
2006,CHE,Suisse,"Couple, no children",net_average_tax_rate,100,67,17.43
2007,CHE,Suisse,"Couple, no children",net_average_tax_rate,100,67,17.75
2008,CHE,Suisse,"Couple, no children",net_average_tax_rate,100,67,16.89
2009,CHE,Suisse,"Couple, no children",net_average_tax_rate,100,67,16.96
2010,CHE,Suisse,"Couple, no children",net_average_tax_rate,100,67,17.1
2011,CHE,Suisse,"Couple, no children",net_average_tax_rate,100,67,17.15
2012,CHE,Suisse,"Couple, no children",net_average_tax_rate,100,67,17.03
2013,CHE,Suisse,"Couple, no children",net_average_tax_rate,100,67,17.13
2014,CHE,Suisse,"Couple, no children",net_average_tax_rate,100,67,16.74
2015,CHE,Suisse,"Couple, no children",net_average_tax_rate,100,67,16.71
2016,CHE,Suisse,"Couple, no children",net_average_tax_rate,100,67,16.98
2017,CHE,Suisse,"Couple, no children",net_average_tax_rate,100,67,17.0
2018,CHE,Suisse,"Couple, no children",net_average_tax_rate,100,67,17.12
2019,CHE,Suisse,"Couple, no children",net_average_tax_rate,100,67,17.24
2020,CHE,Suisse,"Couple, no children",net_average_tax_rate,100,67,17.51
2021,CHE,Suisse,"Couple, no children",net_average_tax_rate,100,67,17.92
2000,GBR,Royaume-Uni,"Couple, no children",net_average_tax_rate,100,67,24.59
2001,GBR,Royaume-Uni,"Couple, no children",net_average_tax_rate,100,67,24.25
2002,GBR,Royaume-Uni,"Couple, no children",net_average_tax_rate,100,67,24.38
2003,GBR,Royaume-Uni,"Couple, no children",net_average_tax_rate,100,67,25.48
2004,GBR,Royaume-Uni,"Couple, no children",net_average_tax_rate,100,67,25.61
2005,GBR,Royaume-Uni,"Couple, no children",net_average_tax_rate,100,67,25.64
2006,GBR,Royaume-Uni,"Couple, no children",net_average_tax_rate,100,67,25.68
2007,GBR,Royaume-Uni,"Couple, no children",net_average_tax_rate,100,67,25.83
2008,GBR,Royaume-Uni,"Couple, no children",net_average_tax_rate,100,67,24.52
2009,GBR,Royaume-Uni,"Couple, no children",net_average_tax_rate,100,67,24.1
2010,GBR,Royaume-Uni,"Couple, no children",net_average_tax_rate,100,67,24.28
2011,GBR,Royaume-Uni,"Couple, no children",net_average_tax_rate,100,67,23.7
2012,GBR,Royaume-Uni,"Couple, no children",net_average_tax_rate,100,67,23.3
2013,GBR,Royaume-Uni,"Couple, no children",net_average_tax_rate,100,67,22.38
2014,GBR,Royaume-Uni,"Couple, no children",net_average_tax_rate,100,67,21.92
2015,GBR,Royaume-Uni,"Couple, no children",net_average_tax_rate,100,67,21.72
2016,GBR,Royaume-Uni,"Couple, no children",net_average_tax_rate,100,67,21.78
2017,GBR,Royaume-Uni,"Couple, no children",net_average_tax_rate,100,67,21.8
2018,GBR,Royaume-Uni,"Couple, no children",net_average_tax_rate,100,67,21.78
2019,GBR,Royaume-Uni,"Couple, no children",net_average_tax_rate,100,67,21.67
2020,GBR,Royaume-Uni,"Couple, no children",net_average_tax_rate,100,67,21.1
2021,GBR,Royaume-Uni,"Couple, no children",net_average_tax_rate,100,67,21.67
2000,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,25.63
2001,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,26.24
2002,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,26.54
2003,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,27.12
2004,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,27.74
2005,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,26.83
2006,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,27.43
2007,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,27.97
2008,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,28.46
2009,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,26.73
2010,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,27.04
2011,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,27.56
2012,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,27.98
2013,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,28.46
2014,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,28.79
2015,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,29.17
2016,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,26.51
2017,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,26.85
2018,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,27.23
2019,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,27.66
2020,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,26.82
2021,AUT,Autriche,"Single person, no children",net_average_tax_rate,67,0,27.32
2000,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,35.84
2001,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,35.95
2002,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,35.89
2003,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,34.89
2004,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,34.83
2005,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,35.13
2006,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,35.18
2007,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,35.47
2008,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,36.12
2009,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,35.82
2010,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,36.38
2011,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,36.51
2012,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,36.38
2013,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,35.99
2014,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,35.91
2015,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,35.36
2016,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,33.37
2017,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,33.27
2018,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,32.14
2019,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,31.35
2020,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,31.26
2021,BEL,Belgique,"Single person, no children",net_average_tax_rate,67,0,31.55
2000,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,37.45
2001,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,36.66
2002,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,36.17
2003,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,36.17
2004,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,35.63
2005,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,35.54
2006,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,35.6
2007,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,35.72
2008,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,35.4
2009,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,34.83
2010,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,33.51
2011,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,33.68
2012,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,33.77
2013,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,33.3
2014,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,33.12
2015,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,33.41
2016,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,33.39
2017,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,33.31
2018,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,32.97
2019,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,33.14
2020,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,32.33
2021,DNK,Danemark,"Single person, no children",net_average_tax_rate,67,0,32.42
2000,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,19.94
2001,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,19.26
2002,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,20.69
2003,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,21.16
2004,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,19.46
2005,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,17.35
2006,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,16.4
2007,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,16.83
2008,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,16.09
2009,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,16.68
2010,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,17.64
2011,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,17.99
2012,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,18.29
2013,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,17.96
2014,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,18.19
2015,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,17.05
2016,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,16.94
2017,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,16.98
2018,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,9.9
2019,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,10.63
2020,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,10.88
2021,EST,Estonie,"Single person, no children",net_average_tax_rate,67,0,11.59
2000,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,27.85
2001,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,26.5
2002,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,25.9
2003,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,25.37
2004,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,24.57
2005,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,24.78
2006,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,24.25
2007,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,23.92
2008,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,23.94
2009,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,22.7
2010,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,22.73
2011,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,22.58
2012,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,22.38
2013,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,23.4
2014,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,23.75
2015,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,23.99
2016,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,23.6
2017,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,22.87
2018,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,22.93
2019,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,22.8
2020,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,23.35
2021,FIN,Finlande,"Single person, no children",net_average_tax_rate,67,0,23.59
2000,FRA,France,"Single person, no children",net_average_tax_rate,67,0,25.93
2001,FRA,France,"Single person, no children",net_average_tax_rate,67,0,25.64
2002,FRA,France,"Single person, no children",net_average_tax_rate,67,0,25.39
2003,FRA,France,"Single person, no children",net_average_tax_rate,67,0,25.59
2004,FRA,France,"Single person, no children",net_average_tax_rate,67,0,25.66
2005,FRA,France,"Single person, no children",net_average_tax_rate,67,0,25.89
2006,FRA,France,"Single person, no children",net_average_tax_rate,67,0,25.75
2007,FRA,France,"Single person, no children",net_average_tax_rate,67,0,25.83
2008,FRA,France,"Single person, no children",net_average_tax_rate,67,0,25.87
2009,FRA,France,"Single person, no children",net_average_tax_rate,67,0,25.94
2010,FRA,France,"Single person, no children",net_average_tax_rate,67,0,25.95
2011,FRA,France,"Single person, no children",net_average_tax_rate,67,0,26.08
2012,FRA,France,"Single person, no children",net_average_tax_rate,67,0,26.29
2013,FRA,France,"Single person, no children",net_average_tax_rate,67,0,26.39
2014,FRA,France,"Single person, no children",net_average_tax_rate,67,0,26.67
2015,FRA,France,"Single person, no children",net_average_tax_rate,67,0,25.96
2016,FRA,France,"Single person, no children",net_average_tax_rate,67,0,25.22
2017,FRA,France,"Single person, no children",net_average_tax_rate,67,0,25.2
2018,FRA,France,"Single person, no children",net_average_tax_rate,67,0,24.56
2019,FRA,France,"Single person, no children",net_average_tax_rate,67,0,24.15
2020,FRA,France,"Single person, no children",net_average_tax_rate,67,0,23.16
2021,FRA,France,"Single person, no children",net_average_tax_rate,67,0,23.49
2000,DEU,Allemagne,"Single person, no children",net_average_tax_rate,67,0,36.85
2001,DEU,Allemagne,"Single person, no children",net_average_tax_rate,67,0,35.7
2002,DEU,Allemagne,"Single person, no children",net_average_tax_rate,67,0,36.31
2003,DEU,Allemagne,"Single person, no children",net_average_tax_rate,67,0,37.0
2004,DEU,Allemagne,"Single person, no children",net_average_tax_rate,67,0,35.88
2005,DEU,Allemagne,"Single person, no children",net_average_tax_rate,67,0,36.39
2006,DEU,Allemagne,"Single person, no children",net_average_tax_rate,67,0,36.72
2007,DEU,Allemagne,"Single person, no children",net_average_tax_rate,67,0,36.39
2008,DEU,Allemagne,"Single person, no children",net_average_tax_rate,67,0,36.09
2009,DEU,Allemagne,"Single person, no children",net_average_tax_rate,67,0,35.42
2010,DEU,Allemagne,"Single person, no children",net_average_tax_rate,67,0,34.25
2011,DEU,Allemagne,"Single person, no children",net_average_tax_rate,67,0,34.82
2012,DEU,Allemagne,"Single person, no children",net_average_tax_rate,67,0,34.88
2013,DEU,Allemagne,"Single person, no children",net_average_tax_rate,67,0,34.55
2014,DEU,Allemagne,"Single person, no children",net_average_tax_rate,67,0,34.58
2015,DEU,Allemagne,"Single person, no children",net_average_tax_rate,67,0,34.7
2016,DEU,Allemagne,"Single person, no children",net_average_tax_rate,67,0,34.79
2017,DEU,Allemagne,"Single person, no children",net_average_tax_rate,67,0,34.8
2018,DEU,Allemagne,"Single person, no children",net_average_tax_rate,67,0,34.74
2019,DEU,Allemagne,"Single person, no children",net_average_tax_rate,67,0,34.28
2020,DEU,Allemagne,"Single person, no children",net_average_tax_rate,67,0,33.74
2021,DEU,Allemagne,"Single person, no children",net_average_tax_rate,67,0,33.13
2000,GRC,Grèce,"Single person, no children",net_average_tax_rate,67,0,17.95
2001,GRC,Grèce,"Single person, no children",net_average_tax_rate,67,0,17.21
2002,GRC,Grèce,"Single person, no children",net_average_tax_rate,67,0,17.64
2003,GRC,Grèce,"Single person, no children",net_average_tax_rate,67,0,16.94
2004,GRC,Grèce,"Single person, no children",net_average_tax_rate,67,0,18.11
2005,GRC,Grèce,"Single person, no children",net_average_tax_rate,67,0,17.39
2006,GRC,Grèce,"Single person, no children",net_average_tax_rate,67,0,18.58
2007,GRC,Grèce,"Single person, no children",net_average_tax_rate,67,0,18.62
2008,GRC,Grèce,"Single person, no children",net_average_tax_rate,67,0,18.37
2009,GRC,Grèce,"Single person, no children",net_average_tax_rate,67,0,18.73
2010,GRC,Grèce,"Single person, no children",net_average_tax_rate,67,0,17.75
2011,GRC,Grèce,"Single person, no children",net_average_tax_rate,67,0,22.17
2012,GRC,Grèce,"Single person, no children",net_average_tax_rate,67,0,22.15
2013,GRC,Grèce,"Single person, no children",net_average_tax_rate,67,0,19.7
2014,GRC,Grèce,"Single person, no children",net_average_tax_rate,67,0,19.5
2015,GRC,Grèce,"Single person, no children",net_average_tax_rate,67,0,18.49
2016,GRC,Grèce,"Single person, no children",net_average_tax_rate,67,0,19.85
2017,GRC,Grèce,"Single person, no children",net_average_tax_rate,67,0,19.92
2018,GRC,Grèce,"Single person, no children",net_average_tax_rate,67,0,20.25
2019,GRC,Grèce,"Single person, no children",net_average_tax_rate,67,0,20.4
2020,GRC,Grèce,"Single person, no children",net_average_tax_rate,67,0,17.52
2021,GRC,Grèce,"Single person, no children",net_average_tax_rate,67,0,17.56
2000,HUN,Hongrie,"Single person, no children",net_average_tax_rate,67,0,30.06
2001,HUN,Hongrie,"Single person, no children",net_average_tax_rate,67,0,30.54
2002,HUN,Hongrie,"Single person, no children",net_average_tax_rate,67,0,27.93
2003,HUN,Hongrie,"Single person, no children",net_average_tax_rate,67,0,23.78
2004,HUN,Hongrie,"Single person, no children",net_average_tax_rate,67,0,24.36
2005,HUN,Hongrie,"Single person, no children",net_average_tax_rate,67,0,22.27
2006,HUN,Hongrie,"Single person, no children",net_average_tax_rate,67,0,23.34
2007,HUN,Hongrie,"Single person, no children",net_average_tax_rate,67,0,27.12
2008,HUN,Hongrie,"Single person, no children",net_average_tax_rate,67,0,28.12
2009,HUN,Hongrie,"Single person, no children",net_average_tax_rate,67,0,28.77
2010,HUN,Hongrie,"Single person, no children",net_average_tax_rate,67,0,27.82
2011,HUN,Hongrie,"Single person, no children",net_average_tax_rate,67,0,29.63
2012,HUN,Hongrie,"Single person, no children",net_average_tax_rate,67,0,34.5
2013,HUN,Hongrie,"Single person, no children",net_average_tax_rate,67,0,34.5
2014,HUN,Hongrie,"Single person, no children",net_average_tax_rate,67,0,34.5
2015,HUN,Hongrie,"Single person, no children",net_average_tax_rate,67,0,34.5
2016,HUN,Hongrie,"Single person, no children",net_average_tax_rate,67,0,33.5
2017,HUN,Hongrie,"Single person, no children",net_average_tax_rate,67,0,33.5
2018,HUN,Hongrie,"Single person, no children",net_average_tax_rate,67,0,33.5
2019,HUN,Hongrie,"Single person, no children",net_average_tax_rate,67,0,33.5
2020,HUN,Hongrie,"Single person, no children",net_average_tax_rate,67,0,33.5
2021,HUN,Hongrie,"Single person, no children",net_average_tax_rate,67,0,33.5
2000,ISL,Islande,"Single person, no children",net_average_tax_rate,67,0,20.2
2001,ISL,Islande,"Single person, no children",net_average_tax_rate,67,0,20.71
2002,ISL,Islande,"Single person, no children",net_average_tax_rate,67,0,22.44
2003,ISL,Islande,"Single person, no children",net_average_tax_rate,67,0,22.96
2004,ISL,Islande,"Single person, no children",net_average_tax_rate,67,0,23.6
2005,ISL,Islande,"Single person, no children",net_average_tax_rate,67,0,24.19
2006,ISL,Islande,"Single person, no children",net_average_tax_rate,67,0,24.14
2007,ISL,Islande,"Single person, no children",net_average_tax_rate,67,0,23.16
2008,ISL,Islande,"Single person, no children",net_average_tax_rate,67,0,23.78
2009,ISL,Islande,"Single person, no children",net_average_tax_rate,67,0,21.57
2010,ISL,Islande,"Single person, no children",net_average_tax_rate,67,0,22.22
2011,ISL,Islande,"Single person, no children",net_average_tax_rate,67,0,23.34
2012,ISL,Islande,"Single person, no children",net_average_tax_rate,67,0,23.77
2013,ISL,Islande,"Single person, no children",net_average_tax_rate,67,0,24.35
2014,ISL,Islande,"Single person, no children",net_average_tax_rate,67,0,24.36
2015,ISL,Islande,"Single person, no children",net_average_tax_rate,67,0,25.02
2016,ISL,Islande,"Single person, no children",net_average_tax_rate,67,0,25.22
2017,ISL,Islande,"Single person, no children",net_average_tax_rate,67,0,24.79
2018,ISL,Islande,"Single person, no children",net_average_tax_rate,67,0,24.88
2019,ISL,Islande,"Single person, no children",net_average_tax_rate,67,0,24.78
2020,ISL,Islande,"Single person, no children",net_average_tax_rate,67,0,24.53
2021,ISL,Islande,"Single person, no children",net_average_tax_rate,67,0,23.55
2000,IRL,Irlande,"Single person, no children",net_average_tax_rate,67,0,18.75
2001,IRL,Irlande,"Single person, no children",net_average_tax_rate,67,0,15.78
2002,IRL,Irlande,"Single person, no children",net_average_tax_rate,67,0,14.94
2003,IRL,Irlande,"Single person, no children",net_average_tax_rate,67,0,14.94
2004,IRL,Irlande,"Single person, no children",net_average_tax_rate,67,0,14.53
2005,IRL,Irlande,"Single person, no children",net_average_tax_rate,67,0,13.79
2006,IRL,Irlande,"Single person, no children",net_average_tax_rate,67,0,13.16
2007,IRL,Irlande,"Single person, no children",net_average_tax_rate,67,0,12.22
2008,IRL,Irlande,"Single person, no children",net_average_tax_rate,67,0,12.31
2009,IRL,Irlande,"Single person, no children",net_average_tax_rate,67,0,14.96
2010,IRL,Irlande,"Single person, no children",net_average_tax_rate,67,0,16.05
2011,IRL,Irlande,"Single person, no children",net_average_tax_rate,67,0,15.81
2012,IRL,Irlande,"Single person, no children",net_average_tax_rate,67,0,16.1
2013,IRL,Irlande,"Single person, no children",net_average_tax_rate,67,0,17.2
2014,IRL,Irlande,"Single person, no children",net_average_tax_rate,67,0,17.3
2015,IRL,Irlande,"Single person, no children",net_average_tax_rate,67,0,16.82
2016,IRL,Irlande,"Single person, no children",net_average_tax_rate,67,0,16.12
2017,IRL,Irlande,"Single person, no children",net_average_tax_rate,67,0,15.85
2018,IRL,Irlande,"Single person, no children",net_average_tax_rate,67,0,16.07
2019,IRL,Irlande,"Single person, no children",net_average_tax_rate,67,0,17.33
2020,IRL,Irlande,"Single person, no children",net_average_tax_rate,67,0,17.93
2021,IRL,Irlande,"Single person, no children",net_average_tax_rate,67,0,19.06
2000,ITA,Italie,"Single person, no children",net_average_tax_rate,67,0,24.4
