Year,REF_AREA,Country,Household_type,Measure,INCOME_PRINCIPAL,INCOME_SPOUSE,Net_average_tax_rate_pct,Unit_measure
2000,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,27.32,PT
2001,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,27.36,PT
2002,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,26.51,PT
2003,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,24.13,PT
2004,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,22.32,PT
2005,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,21.25,PT
2006,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,21.2,PT
2007,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,20.29,PT
2008,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,19.32,PT
2009,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,16.8,PT
2010,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,19.77,PT
2011,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,19.99,PT
2012,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,20.3,PT
2013,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,20.68,PT
2014,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,19.98,PT
2015,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,20.37,PT
2016,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,19.0,PT
2017,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,16.73,PT
2018,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,16.44,PT
2019,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,30.69,PT
2020,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,28.53,PT
2021,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,29.7,PT
2022,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,30.28,PT
2023,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,30.83,PT
2024,LTU,Lituanie,"Couple, 2 children",net_average_tax_rate,100,67,30.64,PT
2000,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,12.62,PT
2001,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,11.59,PT
2002,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,7.87,PT
2003,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,8.57,PT
2004,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,9.07,PT
2005,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,10.02,PT
2006,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,10.75,PT
2007,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,12.18,PT
2008,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,12.41,PT
2009,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,11.63,PT
2010,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,12.31,PT
2011,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,14.02,PT
2012,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,13.93,PT
2013,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,15.45,PT
2014,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,16.13,PT
2015,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,17.12,PT
2016,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,17.45,PT
2017,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,15.33,PT
2018,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,16.08,PT
2019,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,16.66,PT
2020,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,18.41,PT
2021,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,18.81,PT
2022,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,19.42,PT
2023,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,21.64,PT
2024,LUX,Luxembourg,"Couple, 2 children",net_average_tax_rate,100,67,20.58,PT
2000,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,30.06,PT
2001,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,26.73,PT
2002,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,26.64,PT
2003,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,27.4,PT
2004,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,28.05,PT
2005,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,28.33,PT
2006,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,26.47,PT
2007,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,26.3,PT
2008,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,26.84,PT
2009,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,24.98,PT
2010,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,24.95,PT
2011,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,25.05,PT
2012,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,24.74,PT
2013,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,24.24,PT
2014,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,23.07,PT
2015,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,23.22,PT
2016,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,21.57,PT
2017,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,21.67,PT
2018,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,21.89,PT
2019,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,20.46,PT
2020,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,19.58,PT
2021,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,19.01,PT
2022,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,19.88,PT
2023,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,18.62,PT
2024,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,18.03,PT
2000,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.41,PT
2001,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,25.37,PT
2002,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,25.18,PT
2003,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.81,PT
2004,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.89,PT
2005,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.0,PT
2006,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.21,PT
2007,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.73,PT
2008,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.94,PT
2009,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.75,PT
2010,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.84,PT
2011,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,25.07,PT
2012,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.98,PT
2013,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,25.09,PT
2014,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.72,PT
2015,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.65,PT
2016,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.05,PT
2017,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,23.71,PT
2018,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,23.64,PT
2019,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,23.44,PT
2020,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,23.7,PT
2021,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,23.94,PT
2022,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.12,PT
2023,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,23.93,PT
2024,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,23.41,PT
2000,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,25.01,PT
2001,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,24.82,PT
2002,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,27.01,PT
2003,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,27.28,PT
2004,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,27.53,PT
2005,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,27.84,PT
2006,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,28.2,PT
2007,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,23.04,PT
2008,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,20.38,PT
2009,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,20.12,PT
2010,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,20.41,PT
2011,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,20.77,PT
2012,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,20.99,PT
2013,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,21.18,PT
2014,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,21.54,PT
2015,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,21.72,PT
2016,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,16.23,PT
2017,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,15.15,PT
2018,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,15.29,PT
2019,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,12.61,PT
2020,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,10.65,PT
2021,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,10.74,PT
2022,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,10.28,PT
2023,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,12.36,PT
2024,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,9.58,PT
2000,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,17.58,PT
2001,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,14.78,PT
2002,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,14.7,PT
2003,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,14.77,PT
2004,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,15.71,PT
2005,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,15.06,PT
2006,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,15.08,PT
2007,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,15.18,PT
2008,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,14.96,PT
2009,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,14.36,PT
2010,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,14.48,PT
2011,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,15.3,PT
2012,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,15.01,PT
2013,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,17.5,PT
2014,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,17.34,PT
2015,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,16.1,PT
2016,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,18.7,PT
2017,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,19.03,PT
2018,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,18.51,PT
2019,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,19.13,PT
2020,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,19.27,PT
2021,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,20.22,PT
2022,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,20.6,PT
2023,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,20.71,PT
2024,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,19.13,PT
2000,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,13.29,PT
2001,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,14.41,PT
2002,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,12.75,PT
2003,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,13.27,PT
2004,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,13.88,PT
2005,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,13.93,PT
2006,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,14.38,PT
2007,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,14.9,PT
2008,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,15.91,PT
2009,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,13.62,PT
2010,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,14.01,PT
2011,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,15.58,PT
2012,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,15.52,PT
2013,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,15.42,PT
2014,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,15.77,PT
2015,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,16.1,PT
2016,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,16.49,PT
2017,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,16.99,PT
2018,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,17.64,PT
2019,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,17.96,PT
2020,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,17.26,PT
2021,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,17.08,PT
2022,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,14.85,PT
2023,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,6.68,PT
2024,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,7.41,PT
2000,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,25.1,PT
2001,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,25.26,PT
2002,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,25.3,PT
2003,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,25.39,PT
2004,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,25.55,PT
2005,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,23.49,PT
2006,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,23.67,PT
2007,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,23.84,PT
2008,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,23.71,PT
2009,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,23.58,PT
2010,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,23.36,PT
2011,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,23.52,PT
2012,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,23.71,PT
2013,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,23.81,PT
2014,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,23.98,PT
2015,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,24.06,PT
2016,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,23.79,PT
2017,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,24.65,PT
2018,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,24.87,PT
2019,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,25.35,PT
2020,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,25.43,PT
2021,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,26.0,PT
2022,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,25.39,PT
2023,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,25.55,PT
2024,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,27.82,PT
2000,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,15.65,PT
2001,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,16.14,PT
2002,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,16.67,PT
2003,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,15.71,PT
2004,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,16.21,PT
2005,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,16.57,PT
2006,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,16.86,PT
2007,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,16.41,PT
2008,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,14.87,PT
2009,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,15.48,PT
2010,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,17.81,PT
2011,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,18.18,PT
2012,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,18.85,PT
2013,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,18.92,PT
2014,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,19.0,PT
2015,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,17.23,PT
2016,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,17.21,PT
2017,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,17.11,PT
2018,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,17.3,PT
2019,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,17.39,PT
2020,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,16.34,PT
2021,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,17.52,PT
2022,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,17.83,PT
2023,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,17.98,PT
2024,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,18.96,PT
2000,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,28.27,PT
2001,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,26.8,PT
2002,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,25.37,PT
2003,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,25.94,PT
2004,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,26.45,PT
2005,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,26.07,PT
2006,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,25.06,PT
2007,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,21.83,PT
2008,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,21.24,PT
2009,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,20.02,PT
2010,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,19.28,PT
2011,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,19.45,PT
2012,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,19.63,PT
2013,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,19.94,PT
2014,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,19.39,PT
2015,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,19.63,PT
2016,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,20.02,PT
2017,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,20.23,PT
2018,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,19.86,PT
2019,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,19.23,PT
2020,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,19.4,PT
2021,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,18.97,PT
2022,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,18.89,PT
2023,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,19.03,PT
2024,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,18.32,PT
2000,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,12.26,PT
2001,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,12.41,PT
2002,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,12.53,PT
2003,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,12.17,PT
2004,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,12.19,PT
2005,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,12.22,PT
2006,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,11.74,PT
2007,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,12.18,PT
2008,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,10.58,PT
